name,file_path,start_line,complexity,method,oom
_compare,./third_party/cpython/Lib/ast.py,420,Unknown,numeric,False
_compare_grouped_stats,./third_party/cpython/Lib/tracemalloc.py,120,O(n),numeric,False
_compile,./third_party/cpython/Lib/tokenize.py,101,Unknown,numeric,False
_compile,./third_party/cpython/Lib/codeop.py,77,Unknown,numeric,False
_compile,./third_party/cpython/Lib/re/_compiler.py,39,Unknown,numeric,False
_compile_bytecode,./third_party/cpython/Lib/importlib/_bootstrap_external.py,512,Unknown,numeric,False
_compile_charset,./third_party/cpython/Lib/re/_compiler.py,221,O(n),numeric,False
_compile_error_message,./third_party/cpython/Lib/pdb.py,2526,O(n),numeric,False
_compile_info,./third_party/cpython/Lib/re/_compiler.py,525,Unknown,numeric,False
_compile_one_py,./third_party/cpython/PC/layout/main.py,317,O(log n),numeric,False
_compile_pattern,./third_party/cpython/Lib/fnmatch.py,43,Unknown,numeric,False
_compile_pattern,./third_party/cpython/Lib/glob.py,323,Unknown,numeric,False
_compile_re,./third_party/cpython/Lib/email/generator.py,402,O(n),numeric,False
_compile_re,./third_party/cpython/Lib/email/generator.py,452,Unknown,numeric,False
_compile_source,./third_party/cpython/Lib/zipimport.py,737,O(n),numeric,False
_complete_bpnumber,./third_party/cpython/Lib/pdb.py,1128,Unknown,numeric,False
_complete_expression,./third_party/cpython/Lib/pdb.py,1135,O(n),numeric,False
_complete_location,./third_party/cpython/Lib/pdb.py,1109,Unknown,numeric,False
_complete_string,./third_party/cpython/Lib/idlelib/autocomplete_w.py,91,O(n log n),numeric,True
_compose_mro,./third_party/cpython/Lib/functools.py,807,Unknown,numeric,False
_compress_hextets,./third_party/cpython/Lib/ipaddress.py,1778,O(n),numeric,False
_compute_digest,./third_party/cpython/Tools/jit/_targets.py,60,Unknown,numeric,False
_compute_digest_fallback,./third_party/cpython/Lib/hmac.py,244,Unknown,numeric,False
_compute_suggestion_error,./third_party/cpython/Lib/traceback.py,1592,Unknown,numeric,False
_configure_queue_handler,./third_party/cpython/Lib/logging/config.py,753,Unknown,numeric,False
_connect,./third_party/cpython/Lib/pdb.py,3347,Unknown,numeric,False
_connect,./third_party/cpython/Lib/imaplib.py,233,Unknown,numeric,False
_connect_sock,./third_party/cpython/Lib/asyncio/base_events.py,1012,O(n^2),numeric,True
_convert,./third_party/cpython/Lib/ast.py,80,O(n^2),numeric,True
_convert_,./third_party/cpython/Lib/enum.py,879,Unknown,numeric,False
_convert_flags,./third_party/cpython/Lib/difflib.py,1909,O(n^3),numeric,True
_convert_for_comparison,./third_party/cpython/Lib/_pydecimal.py,5998,Unknown,numeric,False
_convert_string_type,./third_party/cpython/Lib/wsgiref/headers.py,41,Unknown,numeric,False
_convert_string_type,./third_party/cpython/Lib/wsgiref/handlers.py,260,Unknown,numeric,False
_convert_stringval,./third_party/cpython/Lib/tkinter/ttk.py,295,Unknown,numeric,False
_convert_to_boolean,./third_party/cpython/Lib/configparser.py,1212,Unknown,numeric,False
_cookie_attrs,./third_party/cpython/Lib/http/cookiejar.py,1298,O(n log n),numeric,True
_cookie_from_cookie_tuple,./third_party/cpython/Lib/http/cookiejar.py,1487,O(n^3),numeric,True
_cookies_for_domain,./third_party/cpython/Lib/http/cookiejar.py,1273,O(n^3),numeric,True
_cookies_for_request,./third_party/cpython/Lib/http/cookiejar.py,1291,O(n),numeric,False
_copy,./third_party/cpython/Lib/pty.py,93,Unknown,numeric,False
_copy_archive,./third_party/cpython/Lib/zipapp.py,53,Unknown,numeric,False
_copy_from,./third_party/cpython/Lib/pathlib/types.py,426,O(n),numeric,False
_copy_items,./third_party/cpython/Lib/argparse.py,140,O(n),numeric,False
_copyfileobj_readinto,./third_party/cpython/Lib/shutil.py,229,Unknown,numeric,False
_copytree,./third_party/cpython/Lib/shutil.py,545,O(1),numeric,False
_count_righthand_zero_bits,./third_party/cpython/Lib/ipaddress.py,184,O(1),llm,False
_create,./third_party/cpython/Lib/ssl.py,991,O(n),numeric,False
_create,./third_party/cpython/Lib/dbm/dumb.py,74,Unknown,numeric,False
_create_,./third_party/cpython/Lib/enum.py,823,Unknown,numeric,False
_create_and_install_waiters,./third_party/cpython/Lib/concurrent/futures/_base.py,149,Unknown,numeric,False
_create_environ_mapping,./third_party/cpython/Lib/os.py,768,Unknown,numeric,False
_create_formatters,./third_party/cpython/Lib/logging/config.py,111,Unknown,numeric,False
_create_gnu_long_header,./third_party/cpython/Lib/tarfile.py,1194,Unknown,numeric,False
_create_header,./third_party/cpython/Lib/tarfile.py,1142,Unknown,numeric,False
_create_parser_base_namespace,./third_party/cpython/Tools/clinic/libclinic/parser.py,23,Unknown,numeric,False
_create_pax_generic_header,./third_party/cpython/Lib/tarfile.py,1211,Unknown,numeric,False
_create_response,./third_party/cpython/Lib/multiprocessing/connection.py,892,Unknown,numeric,False
_create_slots,./third_party/cpython/Lib/dataclasses.py,1252,O(n),numeric,False
_create_tmp,./third_party/cpython/Lib/mailbox.py,540,Unknown,numeric,False
_create_tree,./third_party/cpython/Lib/pyclbr.py,269,O(n^2),numeric,True
_current,./third_party/cpython/Lib/hmac.py,171,O(1),numeric,False
_dataclass_repr,./third_party/cpython/Lib/enum.py,1658,O(n log n),numeric,True
_dataclass_setstate,./third_party/cpython/Lib/dataclasses.py,1202,O(n),numeric,False
_date_from_string,./third_party/cpython/Lib/plistlib.py,143,Unknown,numeric,False
_datetime,./third_party/cpython/Lib/xmlrpc/client.py,352,O(n),numeric,False
_debug_object_browser,./third_party/cpython/Lib/idlelib/debugobj.py,125,Unknown,numeric,False
_dec_str_to_int_inner,./third_party/cpython/Lib/_pylong.py,271,Unknown,numeric,False
_decimal_lshift_exact,./third_party/cpython/Lib/_pydecimal.py,5638,O(n),numeric,False
_decode_args,./third_party/cpython/Lib/urllib/parse.py,115,Unknown,numeric,False
_decode_base64,./third_party/cpython/Lib/plistlib.py,130,Unknown,numeric,False
_decode_pax_field,./third_party/cpython/Lib/tarfile.py,1621,Unknown,numeric,False
_decode_string,./third_party/cpython/Lib/pickle.py,1435,Unknown,numeric,False
_decode_uu,./third_party/cpython/Lib/email/message.py,104,O(n),numeric,False
_decrement_pending_calls,./third_party/cpython/Lib/concurrent/futures/_base.py,114,O(1),numeric,False
_deepcopy_dict,./third_party/cpython/Lib/copy.py,198,Unknown,numeric,False
_deepcopy_list,./third_party/cpython/Lib/copy.py,172,Unknown,numeric,False
_deepcopy_method,./third_party/cpython/Lib/copy.py,206,Unknown,numeric,False
_deepcopy_tuple,./third_party/cpython/Lib/copy.py,181,Unknown,numeric,False
_default,./third_party/cpython/Lib/xml/etree/ElementTree.py,1660,O(n),numeric,False
_default_sysroot,./third_party/cpython/Lib/_osx_support.py,153,Unknown,numeric,False
_delayed_open_completions,./third_party/cpython/Lib/idlelib/autocomplete.py,95,O(n^2),numeric,True
_deprecated,./third_party/cpython/Lib/_py_warnings.py,814,Unknown,numeric,False
_destinsrc,./third_party/cpython/Lib/shutil.py,942,Unknown,numeric,False
_determine_linux_fastcopy_blocksize,./third_party/cpython/Lib/shutil.py,118,O(1),numeric,False
_determine_new_args,./third_party/cpython/Lib/typing.py,1371,O(n),numeric,True
_dexp,./third_party/cpython/Lib/_pydecimal.py,5890,O(1),numeric,False
_dict_to_list,./third_party/cpython/Lib/csv.py,216,O(n),numeric,False
_discard_arena,./third_party/cpython/Lib/multiprocessing/heap.py,170,Unknown,numeric,False
_dispatch,./third_party/cpython/Lib/email/generator.py,205,Unknown,numeric,False
_display_labels,./third_party/cpython/Doc/tools/extensions/pydoc_topics.py,165,Unknown,numeric,False
_display_width,./third_party/cpython/Lib/traceback.py,960,O(n),numeric,False
_divide,./third_party/cpython/Lib/_pydecimal.py,1334,Unknown,numeric,False
_divmod_pos,./third_party/cpython/Lib/_pylong.py,511,O(1),numeric,False
_dlog,./third_party/cpython/Lib/_pydecimal.py,5772,O(1),numeric,False
_dlog10,./third_party/cpython/Lib/_pydecimal.py,5738,O(1),numeric,False
_dnsname_match,./third_party/cpython/Lib/ssl.py,280,O(1),numeric,False
_do_a_fancy_diff,./third_party/cpython/Lib/doctest.py,1762,Unknown,numeric,False
_do_cmp,./third_party/cpython/Lib/filecmp.py,75,Unknown,numeric,False
_do_read__buffered,./third_party/cpython/Lib/asyncio/sslproto.py,749,O(1),numeric,False
_do_read__copied,./third_party/cpython/Lib/asyncio/sslproto.py,778,Unknown,numeric,True
_do_waitpid,./third_party/cpython/Lib/asyncio/unix_events.py,928,O(n),numeric,False
_do_write,./third_party/cpython/Lib/asyncio/sslproto.py,702,Unknown,numeric,False
_download_src,./third_party/cpython/Tools/ssl/multissltests.py,252,Unknown,numeric,False
_dpower,./third_party/cpython/Lib/_pydecimal.py,5926,O(1),numeric,False
_drain_helper,./third_party/cpython/Lib/asyncio/streams.py,164,O(n),numeric,False
_drawturtle,./third_party/cpython/Lib/turtle.py,3089,O(n^2),numeric,True
_dump,./third_party/cpython/Lib/pickle.py,1867,Unknown,numeric,False
_dump,./third_party/cpython/Lib/idlelib/config.py,881,O(1),llm,False
_dump_footer,./third_party/cpython/Tools/jit/_writer.py,10,O(n),numeric,False
_dump_message,./third_party/cpython/Lib/mailbox.py,210,Unknown,numeric,False
_dump_registry,./third_party/cpython/Lib/_py_abc.py,72,O(1),numeric,False
_dump_sequences,./third_party/cpython/Lib/mailbox.py,1300,O(n^2),numeric,True
_dump_stencil,./third_party/cpython/Tools/jit/_writer.py,43,Unknown,numeric,False
_dump_unresolved,./third_party/cpython/Tools/c-analyzer/c_analyzer/analyze.py,239,O(n^2),numeric,True
_dump_ur,./third_party/cpython/Lib/imaplib.py,1386,O(n),numeric,False
_dumps,./third_party/cpython/Lib/pickle.py,1871,Unknown,numeric,False
_dyn_option_menu,./third_party/cpython/Lib/idlelib/dynoption.py,33,O(1),llm,False
_eat_identifier,./third_party/cpython/Lib/idlelib/hyperparser.py,163,Unknown,numeric,False
_editor_window,./third_party/cpython/Lib/idlelib/editor.py,1743,Unknown,numeric,False
_ellipsis_match,./third_party/cpython/Lib/doctest.py,295,O(n),numeric,False
_emit_global_offset_table,./third_party/cpython/Tools/jit/_stencils.py,337,O(n),numeric,False
_enable_multiline_input,./third_party/cpython/Lib/pdb.py,750,O(n),numeric,False
_encode,./third_party/cpython/Lib/http/client.py,161,O(n),numeric,False
_encode,./third_party/cpython/Lib/email/charset.py,155,Unknown,numeric,False
_encode,./third_party/cpython/Lib/email/generator.py,425,O(log n),numeric,False
_encode_base64,./third_party/cpython/Mac/Tools/plistlib_generate_testdata.py,98,Unknown,numeric,False
_encode_base64,./third_party/cpython/Lib/plistlib.py,121,O(n),numeric,False
_encode_base64,./third_party/cpython/Lib/email/contentmanager.py,135,O(log n),numeric,False
_encode_hostname,./third_party/cpython/Lib/ssl.py,441,Unknown,numeric,False
_encode_request,./third_party/cpython/Lib/http/client.py,1264,Unknown,numeric,False
_encode_result,./third_party/cpython/Lib/urllib/parse.py,111,Unknown,numeric,False
_encode_text,./third_party/cpython/Lib/email/contentmanager.py,144,O(n),numeric,False
_end_of_line,./third_party/cpython/Lib/curses/textpad.py,56,Unknown,numeric,False
_ensure_resolved,./third_party/cpython/Lib/asyncio/base_events.py,1488,Unknown,numeric,False
_ensure_valid_message,./third_party/cpython/Lib/pdb.py,2709,Unknown,numeric,False
_enumerate,./third_party/cpython/Lib/threading.py,1506,O(1),llm,False
_escape,./third_party/cpython/Lib/plistlib.py,165,O(n),numeric,False
_escape,./third_party/cpython/Lib/re/_parser.py,372,O(1),numeric,False
_escape_attrib,./third_party/cpython/Lib/xml/etree/ElementTree.py,1028,O(n),numeric,False
_escape_attrib_c14n,./third_party/cpython/Lib/xml/etree/ElementTree.py,2061,O(n),numeric,False
_escape_attrib_html,./third_party/cpython/Lib/xml/etree/ElementTree.py,1056,O(n),numeric,False
_escape_cdata,./third_party/cpython/Lib/xml/etree/ElementTree.py,1012,Unknown,numeric,False
_escape_cdata_c14n,./third_party/cpython/Lib/xml/etree/ElementTree.py,2042,O(n),numeric,False
_eval_type,./third_party/cpython/Lib/typing.py,432,Unknown,numeric,False
_excepthook,./third_party/cpython/Lib/code.py,161,O(n),numeric,False
_excepthook,./third_party/cpython/Lib/_pyrepl/console.py,171,O(n),numeric,False
_exec,./third_party/cpython/Lib/importlib/_bootstrap.py,848,Unknown,numeric,False
_exec_in_closure,./third_party/cpython/Lib/pdb.py,781,Unknown,numeric,False
_execute,./third_party/cpython/Lib/dbm/sqlite3.py,75,Unknown,numeric,False
_execute_child,./third_party/cpython/Lib/subprocess.py,1450,Unknown,numeric,False
_execute_child,./third_party/cpython/Lib/subprocess.py,1806,Unknown,numeric,False
_execvpe,./third_party/cpython/Lib/os.py,616,Unknown,numeric,False
_exhaustive_wait,./third_party/cpython/Lib/multiprocessing/connection.py,1027,O(n log n),numeric,False
_exit_function,./third_party/cpython/Lib/multiprocessing/util.py,312,Unknown,numeric,False
_exitfunc,./third_party/cpython/Lib/weakref.py,542,O(n),numeric,False
_expand_help,./third_party/cpython/Lib/argparse.py,665,O(n),numeric,False
_expand_lang,./third_party/cpython/Lib/gettext.py,231,O(n),numeric,False
_explain_to,./third_party/cpython/Lib/mailbox.py,1666,O(n),numeric,False
_explain_to,./third_party/cpython/Lib/mailbox.py,1771,O(n^3),numeric,True
_explain_to,./third_party/cpython/Lib/mailbox.py,1860,O(n),numeric,False
_explain_to,./third_party/cpython/Lib/mailbox.py,1952,Unknown,numeric,False
_explode_path,./third_party/cpython/Lib/pathlib/types.py,22,O(n),numeric,False
_explode_shorthand_ip_string,./third_party/cpython/Lib/ipaddress.py,1153,Unknown,numeric,False
_explode_shorthand_ip_string,./third_party/cpython/Lib/ipaddress.py,1851,Unknown,numeric,False
_explode_shorthand_ip_string,./third_party/cpython/Lib/ipaddress.py,1947,Unknown,numeric,False
_exr,./third_party/cpython/Lib/email/mime/image.py,150,Unknown,numeric,False
_extend,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1606,O(n),numeric,False
_extend_docstrings,./third_party/cpython/Lib/email/_policybase.py,108,Unknown,numeric,False
_extra_help_callback,./third_party/cpython/Lib/idlelib/editor.py,978,O(log n),numeric,False
_extract_caret_anchors_from_line_segment,./third_party/cpython/Lib/traceback.py,812,Unknown,numeric,False
_extract_comments,./third_party/cpython/Tools/i18n/pygettext.py,549,O(n),numeric,False
_extract_from_extended_frame_gen,./third_party/cpython/Lib/traceback.py,460,Unknown,numeric,False
_extract_member,./third_party/cpython/Lib/tarfile.py,2519,Unknown,numeric,False
_extract_message,./third_party/cpython/Tools/i18n/pygettext.py,494,O(n^2),numeric,True
_extract_message_with_spec,./third_party/cpython/Tools/i18n/pygettext.py,520,O(n),numeric,False
_extract_one,./third_party/cpython/Lib/tarfile.py,2455,O(n),numeric,False
_failure_header,./third_party/cpython/Lib/doctest.py,1316,O(n),numeric,False
_fallback_socketpair,./third_party/cpython/Lib/socket.py,604,Unknown,numeric,False
_fancy_replace,./third_party/cpython/Lib/difflib.py,893,Unknown,numeric,False
_feed,./third_party/cpython/Lib/multiprocessing/queues.py,230,O(n),numeric,False
_feed_data_to_buffered_proto,./third_party/cpython/Lib/asyncio/protocols.py,200,O(n log n),numeric,False
_fields_in_init_order,./third_party/cpython/Lib/dataclasses.py,415,O(n),numeric,False
_file_search,./third_party/cpython/Tools/ssl/make_ssl_data.py,98,O(n),numeric,False
_fileobj_lookup,./third_party/cpython/Lib/selectors.py,219,O(n),numeric,False
_fileobj_to_fd,./third_party/cpython/Lib/selectors.py,21,O(1),llm,False
_fill_cache,./third_party/cpython/Lib/importlib/_bootstrap_external.py,1411,Unknown,numeric,False
_fill_logical,./third_party/cpython/Lib/_pydecimal.py,3329,Unknown,numeric,False
_fill_text,./third_party/cpython/Lib/argparse.py,697,Unknown,numeric,False
_fill_text,./third_party/cpython/Lib/argparse.py,721,Unknown,numeric,False
_filter,./third_party/cpython/Lib/filecmp.py,301,O(n),numeric,False
_filter_handle_list,./third_party/cpython/Lib/subprocess.py,1437,O(n),numeric,False
_filter_trace,./third_party/cpython/Lib/tracemalloc.py,441,Unknown,numeric,False
_finalize_join,./third_party/cpython/Lib/multiprocessing/queues.py,213,Unknown,numeric,False
_finalize_manager,./third_party/cpython/Lib/multiprocessing/managers.py,663,Unknown,numeric,False
_finalize_set,./third_party/cpython/Lib/email/contentmanager.py,114,O(n),numeric,False
_find,./third_party/cpython/Lib/doctest.py,1014,Unknown,numeric,False
_find,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1574,O(n),numeric,False
_findLib_crle,./third_party/cpython/Lib/ctypes/util.py,316,Unknown,numeric,False
_findLib_gcc,./third_party/cpython/Lib/ctypes/util.py,189,Unknown,numeric,False
_findLib_ld,./third_party/cpython/Lib/ctypes/util.py,387,Unknown,numeric,False
_findSoname_ldconfig,./third_party/cpython/Lib/ctypes/util.py,357,Unknown,numeric,False
_find_and_load_unlocked,./third_party/cpython/Lib/importlib/_bootstrap.py,1308,Unknown,numeric,False
_find_appropriate_compiler,./third_party/cpython/Lib/_osx_support.py,198,O(n log n),numeric,True
_find_body,./third_party/cpython/Lib/email/message.py,1013,O(n),numeric,False
_find_cycle,./third_party/cpython/Lib/graphlib.py,202,O(n^2),numeric,True
_find_cycles,./third_party/cpython/Lib/asyncio/tools.py,85,O(n),numeric,False
_find_data_repr_,./third_party/cpython/Lib/enum.py,947,Unknown,numeric,False
_find_data_type_,./third_party/cpython/Lib/enum.py,969,O(n^2),numeric,True
_find_exe,./third_party/cpython/Tools/c-analyzer/distutils/_msvccompiler.py,141,O(n^2),numeric,True
_find_exe_version,./third_party/cpython/Tools/c-analyzer/distutils/cygwinccompiler.py,253,Unknown,numeric,False
_find_executable,./third_party/cpython/Lib/_osx_support.py,29,O(n log n),numeric,False
_find_executable_linenos,./third_party/cpython/Lib/trace.py,376,Unknown,numeric,False
_find_impl,./third_party/cpython/Lib/functools.py,849,O(n^2),numeric,False
_find_imports,./third_party/cpython/Lib/dis.py,995,O(n),numeric,False
_find_keyword_typos,./third_party/cpython/Lib/traceback.py,1280,Unknown,numeric,False
_find_lineno,./third_party/cpython/Lib/doctest.py,1113,O(n),numeric,False
_find_lines,./third_party/cpython/Lib/trace.py,341,O(n),numeric,True
_find_link_target,./third_party/cpython/Lib/tarfile.py,2841,Unknown,numeric,False
_find_mac_near_keyword,./third_party/cpython/Lib/uuid.py,474,O(n),numeric,False
_find_mac_under_heading,./third_party/cpython/Lib/uuid.py,537,O(log n),numeric,True
_find_mime_parameters,./third_party/cpython/Lib/email/_header_value_parser.py,2635,Unknown,numeric,False
_find_module,./third_party/cpython/Lib/modulefinder.py,45,Unknown,numeric,False
_find_modules,./third_party/cpython/Lib/_pyrepl/_module_completer.py,81,O(n),numeric,False
_find_new_,./third_party/cpython/Lib/enum.py,996,O(n),numeric,True
_find_options,./third_party/cpython/Lib/doctest.py,773,Unknown,numeric,False
_find_parent_path_names,./third_party/cpython/Lib/importlib/_bootstrap_external.py,1106,O(n),numeric,False
_find_set_handler,./third_party/cpython/Lib/email/contentmanager.py,39,O(n^2),numeric,False
_find_spec,./third_party/cpython/Lib/importlib/_bootstrap.py,1243,Unknown,numeric,False
_find_strings,./third_party/cpython/Lib/trace.py,353,Unknown,numeric,False
_find_tool,./third_party/cpython/Tools/jit/_llvm.py,71,Unknown,numeric,False
_find_unpack_format,./third_party/cpython/Lib/shutil.py,1379,O(n),numeric,False
_find_vc2015,./third_party/cpython/Tools/c-analyzer/distutils/_msvccompiler.py,26,O(1),llm,False
_find_vc2017,./third_party/cpython/Tools/c-analyzer/distutils/_msvccompiler.py,54,O(1),numeric,False
_find_vcvarsall,./third_party/cpython/Tools/c-analyzer/distutils/_msvccompiler.py,93,Unknown,numeric,False
_findall,./third_party/cpython/Lib/_strptime.py,32,Unknown,numeric,False
_findclass,./third_party/cpython/Lib/pydoc.py,111,O(n),numeric,False
_findclass,./third_party/cpython/Lib/inspect.py,699,Unknown,numeric,False
_fix,./third_party/cpython/Lib/_pydecimal.py,1612,Unknown,numeric,False
_fix_compile_args,./third_party/cpython/Tools/c-analyzer/distutils/ccompiler.py,238,Unknown,numeric,False
_fix_eols,./third_party/cpython/Lib/smtplib.py,177,Unknown,numeric,False
_fix_filename,./third_party/cpython/Tools/c-analyzer/c_common/fsutil.py,50,Unknown,numeric,False
_fix_nan,./third_party/cpython/Lib/_pydecimal.py,1600,Unknown,numeric,False
_fix_read_default,./third_party/cpython/Tools/c-analyzer/c_common/tables.py,42,O(n),numeric,True
_fix_up_module,./third_party/cpython/Lib/importlib/_bootstrap.py,1038,Unknown,numeric,False
_fix_write_default,./third_party/cpython/Tools/c-analyzer/c_common/tables.py,47,O(log n),numeric,False
_fixoptions,./third_party/cpython/Lib/tkinter/filedialog.py,306,O(n),numeric,False
_fixresult,./third_party/cpython/Lib/tkinter/colorchooser.py,48,Unknown,numeric,False
_fixresult,./third_party/cpython/Lib/tkinter/filedialog.py,313,O(n),numeric,False
_fixresult,./third_party/cpython/Lib/tkinter/filedialog.py,337,O(n^2),numeric,False
_fixup_main_from_name,./third_party/cpython/Lib/multiprocessing/spawn.py,250,Unknown,numeric,False
_fixup_main_from_path,./third_party/cpython/Lib/multiprocessing/spawn.py,275,Unknown,numeric,False
_fixup_sccd,./third_party/cpython/PC/layout/support/appxmanifest.py,219,O(1),numeric,False
_flatten,./third_party/cpython/Lib/plistlib.py,696,Unknown,numeric,False
_flatten_literal_params,./third_party/cpython/Lib/typing.py,364,O(n),numeric,False
_flush,./third_party/cpython/Lib/xml/etree/ElementTree.py,1438,O(n^3),numeric,True
_flush,./third_party/cpython/Lib/xml/etree/ElementTree.py,1896,O(n log n),numeric,True
_flush_unlocked,./third_party/cpython/Lib/_pyio.py,1268,Unknown,numeric,False
_fmt_full,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,724,O(n),numeric,False
_fmt_line,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,697,Unknown,numeric,False
_fold,./third_party/cpython/Lib/email/policy.py,211,O(log n),numeric,False
_fold,./third_party/cpython/Lib/email/_policybase.py,358,Unknown,numeric,False
_fold_as_ew,./third_party/cpython/Lib/email/_header_value_parser.py,2946,Unknown,numeric,False
_fold_mime_parameters,./third_party/cpython/Lib/email/_header_value_parser.py,3022,O(n),numeric,True
_follow_symlinks,./third_party/cpython/Lib/platform.py,662,O(n),numeric,False
_force_shutdown,./third_party/cpython/Lib/concurrent/futures/process.py,873,O(n),numeric,False
_format,./third_party/cpython/Lib/ast.py,127,Unknown,numeric,False
_format,./third_party/cpython/Lib/inspect.py,2760,Unknown,numeric,False
_format,./third_party/cpython/Lib/asyncio/queues.py,87,O(n),numeric,False
_format,./third_party/cpython/Tools/peg_generator/pegen/ast_dump.py,19,Unknown,numeric,False
_format_action,./third_party/cpython/Lib/argparse.py,529,Unknown,numeric,False
_format_action_invocation,./third_party/cpython/Lib/argparse.py,584,O(n^2),numeric,True
_format_actions_usage,./third_party/cpython/Lib/argparse.py,417,Unknown,numeric,False
_format_align,./third_party/cpython/Lib/_pydecimal.py,6220,O(n log n),numeric,True
_format_args,./third_party/cpython/Lib/argparse.py,637,O(n),numeric,False
_format_args_and_kwargs,./third_party/cpython/Lib/asyncio/format_helpers.py,30,Unknown,numeric,False
_format_callbacks,./third_party/cpython/Lib/asyncio/base_futures.py,24,O(log n),numeric,False
_format_code_info,./third_party/cpython/Lib/dis.py,245,Unknown,numeric,False
_format_data,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,912,O(n),numeric,False
_format_data,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1051,Unknown,numeric,False
_format_data,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1141,O(n),numeric,False
_format_data,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1225,O(n^2),numeric,True
_format_data,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,1286,O(n),numeric,False
_format_dict_items,./third_party/cpython/Lib/pprint.py,395,O(n^3),numeric,True
_format_elemcreate,./third_party/cpython/Lib/tkinter/ttk.py,96,O(n^2),numeric,True
_format_exc,./third_party/cpython/Lib/pdb.py,2523,O(n),numeric,False
_format_float_style,./third_party/cpython/Lib/fractions.py,491,O(n^2),numeric,True
_format_general,./third_party/cpython/Lib/fractions.py,457,Unknown,numeric,False
_format_handle,./third_party/cpython/Lib/asyncio/base_events.py,71,O(1),numeric,False
_format_layoutlist,./third_party/cpython/Lib/tkinter/ttk.py,140,Unknown,numeric,True
_format_line,./third_party/cpython/Lib/difflib.py,1875,O(n),numeric,False
_format_mapdict,./third_party/cpython/Lib/tkinter/ttk.py,79,O(n^3),numeric,True
_format_namespace_items,./third_party/cpython/Lib/pprint.py,412,O(log n),numeric,False
_format_number,./third_party/cpython/Lib/_pydecimal.py,6317,O(1),numeric,False
_format_optdict,./third_party/cpython/Lib/tkinter/ttk.py,42,O(n log n),numeric,True
_format_range_context,./third_party/cpython/Lib/difflib.py,1169,O(1),numeric,False
_format_range_unified,./third_party/cpython/Lib/difflib.py,1085,O(1),numeric,False
_format_syntax_error,./third_party/cpython/Lib/traceback.py,1376,Unknown,numeric,False
_format_text,./third_party/cpython/Lib/optparse.py,249,Unknown,numeric,False
_format_text,./third_party/cpython/Lib/argparse.py,522,O(1),llm,False
_format_time,./third_party/cpython/Lib/_pydatetime.py,166,Unknown,numeric,False
_format_usage,./third_party/cpython/Lib/argparse.py,317,Unknown,numeric,False
_format_vartype,./third_party/cpython/Tools/c-analyzer/c_parser/__main__.py,25,Unknown,numeric,False
_formatparam,./third_party/cpython/Lib/wsgiref/headers.py,13,O(log n),numeric,False
_formatparam,./third_party/cpython/Lib/email/message.py,39,Unknown,numeric,False
_formatwarnmsg_impl,./third_party/cpython/Lib/_py_warnings.py,153,O(n^2),numeric,True
_free_pending_blocks,./third_party/cpython/Lib/multiprocessing/heap.py,258,O(n),numeric,False
_from_iterable,./third_party/cpython/Lib/_collections_abc.py,851,O(n),numeric,False
_from_iterable,./third_party/cpython/Lib/_collections_abc.py,869,O(log n),numeric,False
_from_raw,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,34,O(n),numeric,False
_from_str,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,858,Unknown,numeric,False
_from_str,./third_party/cpython/Tools/c-analyzer/c_parser/info.py,971,Unknown,numeric,False
_fromtimestamp,./third_party/cpython/Lib/_pydatetime.py,1852,O(n),numeric,False
_frozen_get_del_attr,./third_party/cpython/Lib/dataclasses.py,676,Unknown,numeric,False
_fscodec,./third_party/cpython/Lib/os.py,845,O(1),llm,False
_fspath,./third_party/cpython/Lib/os.py,1079,Unknown,numeric,False
_ftstring_helper,./third_party/cpython/Lib/_ast_unparse.py,576,Unknown,numeric,False
_fullmodname,./third_party/cpython/Lib/trace.py,124,Unknown,numeric,False
_future_repr,./third_party/cpython/Lib/asyncio/base_futures.py,65,O(n),numeric,False
_future_repr_info,./third_party/cpython/Lib/asyncio/base_futures.py,44,O(n log n),numeric,True
_fwalk,./third_party/cpython/Lib/os.py,490,O(n^2),numeric,True
_generate_next_value_,./third_party/cpython/Lib/enum.py,1235,O(log n),numeric,False
_generate_next_value_,./third_party/cpython/Lib/enum.py,1368,O(n),numeric,False
_generate_next_value_,./third_party/cpython/Lib/enum.py,1407,O(n),numeric,False
_generate_overlap_table,./third_party/cpython/Lib/re/_compiler.py,421,O(log n),numeric,False
_generate_posix_vars,./third_party/cpython/Lib/sysconfig/__main__.py,176,Unknown,numeric,False
_generate_toc,./third_party/cpython/Lib/mailbox.py,913,O(n^3),numeric,True
_generate_toc,./third_party/cpython/Lib/mailbox.py,963,Unknown,numeric,False
_generate_toc,./third_party/cpython/Lib/mailbox.py,1408,Unknown,numeric,False
